번호,측정망,도시,측정지점,지역,측정연도,분기,주간9시,주간12시,주간16시,주간20시,주간평균,야간23시,야간01시,야간평균
2653,지방,부산광역시,해운대구5(노보텔호텔 우),도로,2023,1,73,73.4,72.7,73.4,73,71.6,71.7,72
2654,지방,부산광역시,해운대구5(노보텔호텔 우),도로,2023,2,67.6,67.3,66.6,70.9,68,73.4,64.1,69
2655,지방,부산광역시,해운대구5(노보텔호텔 우),도로,2023,3,59,60,57,59,59,49,52,51
2656,지방,부산광역시,해운대구5(노보텔호텔 우),도로,2023,4,69.9,70.2,69.4,75.6,71,70.1,67.4,69
2657,지방,부산광역시,강서구1(협성휴포레),일반,2023,1,53.2,53.1,55.6,52.5,54,44.8,41.9,43
2658,지방,부산광역시,강서구1(협성휴포레),일반,2023,2,53.3,57.8,54.8,57.9,56,44.5,44.9,45
2659,지방,부산광역시,강서구1(협성휴포레),일반,2023,3,59,58.5,53,50.6,55,51.1,46.5,49
2660,지방,부산광역시,강서구1(협성휴포레),일반,2023,4,55.5,54.6,52.5,50.7,53,44.2,36.7,40
2661,지방,부산광역시,강서구2(에덴하우스),일반,2023,1,53,60.2,60.7,63.6,59,53.6,46.2,50
2662,지방,부산광역시,강서구2(에덴하우스),일반,2023,2,52.4,62.4,62.2,65.9,61,52.7,46.4,50
2663,지방,부산광역시,강서구2(에덴하우스),일반,2023,3,59.3,58.7,54.6,50,56,46.1,45.9,46
2664,지방,부산광역시,강서구2(에덴하우스),일반,2023,4,54.1,58.7,60,60.4,58,49.4,46.4,48
2665,지방,부산광역시,강서구3(삼정그린코아),일반,2023,1,55.6,56.8,55.8,55.9,56,48,42.2,45
2666,지방,부산광역시,강서구3(삼정그린코아),일반,2023,2,52.7,58.1,51.9,55.3,55,48.2,39.7,44
2667,지방,부산광역시,강서구3(삼정그린코아),일반,2023,3,54.2,52.8,61.1,49.3,54,44,42,43
2668,지방,부산광역시,강서구3(삼정그린코아),일반,2023,4,55.6,58.9,57.2,58,57,51.5,44.8,48
2669,지방,부산광역시,강서구4(더웨스턴),도로,2023,1,63.5,63.4,64.8,65.3,64,57.4,53.6,56
2670,지방,부산광역시,강서구4(더웨스턴),도로,2023,2,64.1,63.2,64.2,64.2,64,60.5,53.8,57
2671,지방,부산광역시,강서구4(더웨스턴),도로,2023,3,54,51,54,51.2,53,44,44,44
2672,지방,부산광역시,강서구4(더웨스턴),도로,2023,4,63.8,62.6,64.5,63.6,64,59.6,56.3,58
2673,지방,부산광역시,강서구5(퀸덤아파트),도로,2023,1,63.2,61.7,62.3,62.1,62,58.1,53.9,56
2674,지방,부산광역시,강서구5(퀸덤아파트),도로,2023,2,62.3,61.7,62,60.8,62,58.5,53.9,56
2675,지방,부산광역시,강서구5(퀸덤아파트),도로,2023,3,57,44,48,55,51,46,45,46
2676,지방,부산광역시,강서구5(퀸덤아파트),도로,2023,4,63,62,62.5,61.8,62,59.5,55.3,57
2677,지방,부산광역시,기장군 기장읍1(678치킨 앞) ,일반,2023,1,58.4,51.2,60.5,55.2,56,55,49.2,52
2678,지방,부산광역시,기장군 기장읍1(678치킨 앞) ,일반,2023,2,50.9,54.1,54.1,55.5,54,57,52,55
2679,지방,부산광역시,기장군 기장읍1(678치킨 앞) ,일반,2023,3,55.1,54.7,62.8,57.6,58,52.1,47.3,50
2680,지방,부산광역시,기장군 기장읍1(678치킨 앞) ,일반,2023,4,52,52.2,51.3,55.4,53,53.8,51.1,52
2681,지방,부산광역시,기장군 기장읍2(유한빌라 앞),일반,2023,1,62.3,60.9,58.9,58.7,60,55.3,54.6,55
2682,지방,부산광역시,기장군 기장읍2(유한빌라 앞),일반,2023,2,56.1,62.4,57.2,60.2,59,59.8,56.3,58
2683,지방,부산광역시,기장군 기장읍2(유한빌라 앞),일반,2023,3,53,52,49.3,47.3,50,53,47.2,50
2684,지방,부산광역시,기장군 기장읍2(유한빌라 앞),일반,2023,4,57.6,60.6,58.7,59.2,59,55.6,52,54
2685,지방,부산광역시,기장군 기장읍3(대진아파트 앞),일반,2023,1,57.6,55.1,55.6,57.3,56,51.3,42.9,47
2686,지방,부산광역시,기장군 기장읍3(대진아파트 앞),일반,2023,2,53.6,54.7,55.6,52.1,54,49.7,47.8,49
2687,지방,부산광역시,기장군 기장읍3(대진아파트 앞),일반,2023,3,50.1,48.2,52.3,53.5,51,43.4,47.1,45
2688,지방,부산광역시,기장군 기장읍3(대진아파트 앞),일반,2023,4,61.6,54.4,53.6,53.7,56,49.5,51.7,51
2689,지방,부산광역시,기장군 기장읍4(기장FILA 앞) ,도로,2023,1,66.5,67,67.4,68.4,67,66.6,63.1,65
2690,지방,부산광역시,기장군 기장읍4(기장FILA 앞) ,도로,2023,2,66.7,67.2,66.5,68.3,67,67.6,61.3,64
2691,지방,부산광역시,기장군 기장읍4(기장FILA 앞) ,도로,2023,3,54,49,49,54,52,49,45,47
2692,지방,부산광역시,기장군 기장읍4(기장FILA 앞) ,도로,2023,4,66.2,66.7,69.2,66.6,67,65,60.9,63
2693,지방,부산광역시,기장군 기장읍5(초이스안경 앞),도로,2023,1,67.9,68.1,68.6,69.1,68,65.1,64.1,65
2694,지방,부산광역시,기장군 기장읍5(초이스안경 앞),도로,2023,2,68.4,68.6,68.5,70.3,69,67.9,61.8,65
2695,지방,부산광역시,기장군 기장읍5(초이스안경 앞),도로,2023,3,53,50,52,57,53,46,44,45
2696,지방,부산광역시,기장군 기장읍5(초이스안경 앞),도로,2023,4,67.4,68.6,71.4,68.7,69,67.8,60.4,64
2697,지방,부산광역시,기장군 정관읍1(이진캐스빌),일반,2023,1,50.8,50.3,53.7,48.9,51,41.2,41,41
2698,지방,부산광역시,기장군 정관읍1(이진캐스빌),일반,2023,2,56,50.9,56,46.9,52,41.3,44.8,43
2699,지방,부산광역시,기장군 정관읍1(이진캐스빌),일반,2023,3,52.2,47.8,52.1,57.2,52,44.2,52.5,48
2700,지방,부산광역시,기장군 정관읍1(이진캐스빌),일반,2023,4,49.8,48.6,50.8,49.2,50,39,44.3,42
2701,지방,부산광역시,기장군 정관읍2(동일스위트),일반,2023,1,48.3,53.6,58,52.8,53,48.3,42,45
2702,지방,부산광역시,기장군 정관읍2(동일스위트),일반,2023,2,47.8,51.3,52.5,51.4,51,46.6,43.7,45
2703,지방,부산광역시,기장군 정관읍2(동일스위트),일반,2023,3,49,42.7,42.3,45.8,45,47.4,49.5,48
2704,지방,부산광역시,기장군 정관읍2(동일스위트),일반,2023,4,48.7,54.5,51.3,53.7,52,49,40.5,45
2705,지방,부산광역시,기장군 정관읍3(하늘애),일반,2023,1,55.7,51.6,49.3,51.4,52,48,41.1,45
2706,지방,부산광역시,기장군 정관읍3(하늘애),일반,2023,2,55.1,53,54.9,54.8,54,55.2,42.7,49
2707,지방,부산광역시,기장군 정관읍3(하늘애),일반,2023,3,53.4,55,50.9,57.1,54,64.6,54.6,60
2708,지방,부산광역시,기장군 정관읍3(하늘애),일반,2023,4,52.5,53,54.8,53.5,53,54.8,45.8,50
2709,지방,부산광역시,기장군 정관읍4(EG더원),도로,2023,1,65.7,64.9,66.7,65,66,62,56.4,59
2710,지방,부산광역시,기장군 정관읍4(EG더원),도로,2023,2,65.3,64.6,66.7,65,65,62.3,58,60
2711,지방,부산광역시,기장군 정관읍4(EG더원),도로,2023,3,59,63,60,58,60,56,52,54
2712,지방,부산광역시,기장군 정관읍4(EG더원),도로,2023,4,66,64.9,66.6,65.5,66,62.3,58.8,61
2713,지방,부산광역시,기장군 정관읍5(LH아파트),도로,2023,1,66.4,65.8,62.4,61.4,64,59.5,55,57
2714,지방,부산광역시,기장군 정관읍5(LH아파트),도로,2023,2,65.5,64.6,65.5,62.8,65,59.2,55.7,57
2715,지방,부산광역시,기장군 정관읍5(LH아파트),도로,2023,3,63,58,57,56,59,54,52,53
2716,지방,부산광역시,기장군 정관읍5(LH아파트),도로,2023,4,66.7,65.9,66.1,65,66,59.7,55.9,58
2717,지방,대구광역시,평리4동 1337-1,일반,2023,1,52.4,57.5,54.2,56.2,55,48.1,42.9,46
2718,지방,대구광역시,평리4동 1337-1,일반,2023,2,51.1,51.7,52.5,52.1,52,49,45.4,47
2719,지방,대구광역시,평리4동 1337-1,일반,2023,3,48.1,48.4,47.4,46.5,48,36.1,39.2,39
2720,지방,대구광역시,평리4동 1337-1,일반,2023,4,55.2,54.2,55.2,54.4,55,49.9,48.6,49
2721,지방,대구광역시,평리4동 1316-3,일반,2023,1,56.4,58.6,55.9,56.3,57,51.6,45.6,49
2722,지방,대구광역시,평리4동 1316-3,일반,2023,2,56.6,58.6,57,56.1,57,51.9,47.3,50
2723,지방,대구광역시,평리4동 1316-3,일반,2023,3,47.1,50.5,46.8,47.5,48,37.7,35.8,36
2724,지방,대구광역시,평리4동 1316-3,일반,2023,4,61.4,59.4,59.5,56.6,59,53.9,43.8,49
2725,지방,대구광역시,평리4동 1320-10,일반,2023,1,55.1,58,57.4,55.7,57,51.1,41.1,46
2726,지방,대구광역시,평리4동 1320-10,일반,2023,2,54.8,59.5,58.2,54.1,57,49.7,44.5,47
2727,지방,대구광역시,평리4동 1320-10,일반,2023,3,58.4,64.8,63.6,64.2,63,62.2,53.8,58
2728,지방,대구광역시,평리4동 1320-10,일반,2023,4,57.4,59.5,59.7,57.6,59,52,42.7,47
2729,지방,대구광역시,평리4동 1191-26,도로,2023,1,64.7,65.2,64.8,64.2,65,61.2,57.3,59
2730,지방,대구광역시,평리4동 1191-26,도로,2023,2,64.8,66,65.1,64.1,65,62.9,57.3,60
2731,지방,대구광역시,평리4동 1191-26,도로,2023,3,65,60,59.1,67.3,63,66.2,63.3,65
2732,지방,대구광역시,평리4동 1191-26,도로,2023,4,65.1,65.2,65.3,63.2,65,60.4,58,59
2733,지방,대구광역시,평리4동 1359-2,도로,2023,1,66.4,66.9,67.4,65.7,67,63.7,62.1,63
2734,지방,대구광역시,평리4동 1359-2,도로,2023,2,69,68.9,69.8,69,69,65.6,63.7,65
2735,지방,대구광역시,평리4동 1359-2,도로,2023,3,63.2,62.1,58.2,53.3,59,54.2,53,54
2736,지방,대구광역시,평리4동 1359-2,도로,2023,4,67.7,67.6,67.3,66,67,63.4,61.6,63
2737,지방,대구광역시,중리동 1061,일반,2023,1,60.2,59.7,59.9,53.5,58,42.6,44.3,43
2738,지방,대구광역시,중리동 1061,일반,2023,2,58.8,60.7,60.7,51.8,58,42.8,40.6,42
2739,지방,대구광역시,중리동 1061,일반,2023,3,63.1,64.2,63.8,62.6,63,50.7,50.1,50
2740,지방,대구광역시,중리동 1061,일반,2023,4,58.6,56.9,58.6,49.4,56,48,40.4,44
2741,지방,대구광역시,중리동 1117,일반,2023,1,61.7,59.8,60.3,55.6,59,53.5,51.7,53
2742,지방,대구광역시,중리동 1117,일반,2023,2,60.6,62.9,60.7,55.7,60,53.3,52,53
2743,지방,대구광역시,중리동 1117,일반,2023,3,61.7,63.4,68.6,62.5,64,53.7,55.1,54
2744,지방,대구광역시,중리동 1117,일반,2023,4,60.4,59.9,60.9,56.4,59,54.1,52.3,53
2745,지방,대구광역시,중리동 1154,일반,2023,1,60.5,60.1,60.7,54.9,59,43.7,38.5,41
2746,지방,대구광역시,중리동 1154,일반,2023,2,62,61.9,61.7,55.2,60,45.6,42.8,44
2747,지방,대구광역시,중리동 1154,일반,2023,3,69.8,67.3,68.1,65.6,68,61.8,60.5,61
2748,지방,대구광역시,중리동 1154,일반,2023,4,61.5,62,60.6,56.6,60,53.1,40.5,47
2749,지방,대구광역시,중리동 1101,도로,2023,1,64,64.3,64,57.8,63,55.3,54.2,55
2750,지방,대구광역시,중리동 1101,도로,2023,2,64,66.4,63.8,58.7,63,56,44.1,50
2751,지방,대구광역시,중리동 1101,도로,2023,3,60.6,61.3,58.2,56.5,59,44.4,49,47
2752,지방,대구광역시,중리동 1101,도로,2023,4,64.4,64.3,63.9,60.9,63,56.6,49.6,53
2753,지방,대구광역시,중리동 1090,도로,2023,1,62.9,62.7,63.1,59,62,53.5,45.1,49
2754,지방,대구광역시,중리동 1090,도로,2023,2,62.9,64.4,62.9,56.8,62,51.5,46.1,49
2755,지방,대구광역시,중리동 1090,도로,2023,3,52.9,55.8,54.1,52.6,54,48.3,45.1,47
2756,지방,대구광역시,중리동 1090,도로,2023,4,60.8,61.1,61.9,55.9,60,50.8,43.4,47
2757,지방,대구광역시,대명5동 317-1,일반,2023,1,51.4,52.5,49.1,49,51,48,43.4,46
2758,지방,대구광역시,대명5동 317-1,일반,2023,2,56,53.5,47.7,48.2,51,46.5,43.2,45
2759,지방,대구광역시,대명5동 317-1,일반,2023,3,63,62.2,62,61.6,62,58.1,55.7,57
2760,지방,대구광역시,대명5동 317-1,일반,2023,4,54.2,53.4,51.4,49.7,52,44.9,41.9,43
2761,지방,대구광역시,대명5동 1779,일반,2023,1,50.2,53.4,52.4,48.6,51,47.8,47.7,48
2762,지방,대구광역시,대명5동 1779,일반,2023,2,50.2,54.2,51.8,48.5,51,49,47,48
2763,지방,대구광역시,대명5동 1779,일반,2023,3,62.4,62.8,59.6,60.7,61,59.8,54.7,57
2764,지방,대구광역시,대명5동 1779,일반,2023,4,52.7,57.7,50.8,50.8,53,49.7,48.1,49
2765,지방,대구광역시,대명5동 310-1,일반,2023,1,56.5,63.9,62,61.7,61,58,54.2,56
2766,지방,대구광역시,대명5동 310-1,일반,2023,2,58.5,63.7,62,63.6,62,58.2,52.9,56
2767,지방,대구광역시,대명5동 310-1,일반,2023,3,69.2,63.3,64.8,63.9,65,61.4,55.4,58
2768,지방,대구광역시,대명5동 310-1,일반,2023,4,55.8,59.2,56.9,56.5,57,52.6,41.9,47
2769,지방,대구광역시,대명5동 51-3(대명5동 50-11),도로,2023,1,64.8,63.8,63.4,61.2,63,59.7,53.5,57
2770,지방,대구광역시,대명5동 51-3(대명5동 50-11),도로,2023,2,62.6,65.2,64,63.2,64,61.4,53.1,57
2771,지방,대구광역시,대명5동 51-3(대명5동 50-11),도로,2023,3,48.6,49.4,54.1,52,51,45.9,42.4,44
2772,지방,대구광역시,대명5동 51-3(대명5동 50-11),도로,2023,4,65.3,65.9,63.8,63.2,65,60.1,54.1,57
2773,지방,대구광역시,대명2동 1854-7(대명2동 1858-2),도로,2023,1,63.2,64.5,63.5,64.5,64,58.4,54.8,57
2774,지방,대구광역시,대명2동 1854-7(대명2동 1858-2),도로,2023,2,62.9,64.1,64.3,63.3,64,61.4,55.8,59
2775,지방,대구광역시,대명2동 1854-7(대명2동 1858-2),도로,2023,3,48.5,50.6,62.3,49.6,53,45,43.9,44
2776,지방,대구광역시,대명2동 1854-7(대명2동 1858-2),도로,2023,4,62.4,65.2,64.1,61.7,63,60.2,55,58
2777,지방,대구광역시,대명6동 948-7,일반,2023,1,53.1,50.8,54,49.4,52,47.3,39.1,43
2778,지방,대구광역시,대명6동 948-7,일반,2023,2,47.7,49.5,56.4,48.4,51,45,41.8,43
2779,지방,대구광역시,대명6동 948-7,일반,2023,3,57.6,58.8,61.5,55.6,58,46.5,45.1,46
2780,지방,대구광역시,대명6동 948-7,일반,2023,4,45.3,46.9,48.2,47.9,47,40.5,36,38
2781,지방,대구광역시,대명6동 1037-5,일반,2023,1,47.8,44.5,52.1,46.5,48,38.5,33.4,36
2782,지방,대구광역시,대명6동 1037-5,일반,2023,2,46.1,47.5,53.8,40,47,38.7,32.3,36
2783,지방,대구광역시,대명6동 1037-5,일반,2023,3,55.4,59.9,62.3,53.1,58,48.1,44.3,46
2784,지방,대구광역시,대명6동 1037-5,일반,2023,4,46.7,52.4,52.1,46,49,37.1,35.1,36
2785,지방,대구광역시,대명6동 1048-3,일반,2023,1,44.2,49.9,56.2,49.8,50,45.3,38.3,42
2786,지방,대구광역시,대명6동 1048-3,일반,2023,2,47.2,48.9,59.1,53.6,52,40.4,37.9,39
2787,지방,대구광역시,대명6동 1048-3,일반,2023,3,46.3,47.1,48.5,44.6,47,36.5,37.4,37
2788,지방,대구광역시,대명6동 1048-3,일반,2023,4,52.6,48.7,50.2,50.3,50,41,36.5,39
2789,지방,대구광역시,대명6동 1094-3,도로,2023,1,63.7,63.5,65,63.4,64,59.9,55.5,58
2790,지방,대구광역시,대명6동 1094-3,도로,2023,2,62.7,74,64,63.2,66,61.3,58.4,60
2791,지방,대구광역시,대명6동 1094-3,도로,2023,3,54.9,55.9,56,58.6,56,58.3,54.5,56
2792,지방,대구광역시,대명6동 1094-3,도로,2023,4,65.6,65.1,66.4,65,66,61.5,58.2,60
2793,지방,대구광역시,대명6동 1089-13,도로,2023,1,63.2,63.2,64,62,63,59.7,54.3,57
2794,지방,대구광역시,대명6동 1089-13,도로,2023,2,63.8,64.1,64.4,62.9,64,60.9,57.1,59
2795,지방,대구광역시,대명6동 1089-13,도로,2023,3,62.6,62.9,59.8,65.4,63,57.5,52.8,55
2796,지방,대구광역시,대명6동 1089-13,도로,2023,4,65.4,64.3,64.9,63.3,64,60.2,56.6,58
2797,지방,대구광역시,범어4동 100-50,일반,2023,1,58.2,53,56.8,56.5,56,47.7,38.6,43
2798,지방,대구광역시,범어4동 100-50,일반,2023,2,60.3,56.3,58.5,56.9,58,52.1,34.9,44
2799,지방,대구광역시,범어4동 100-50,일반,2023,3,61.6,59.2,59.3,63.3,61,58.6,52.4,56
2800,지방,대구광역시,범어4동 100-50,일반,2023,4,59.5,57.8,58.7,57,58,53.4,42.1,48
2801,지방,대구광역시,범어4동 271-71,일반,2023,1,50.2,49.7,51.9,45.6,49,40,35.1,38
2802,지방,대구광역시,범어4동 271-71,일반,2023,2,48.3,45.8,47.5,43.2,46,38.8,33.6,36
2803,지방,대구광역시,범어4동 271-71,일반,2023,3,61.8,60.1,60.6,60.1,61,53.3,52.5,53
2804,지방,대구광역시,범어4동 271-71,일반,2023,4,50,54.7,50.2,47.2,51,46.2,37.1,42
2805,지방,대구광역시,범어4동 303,일반,2023,1,55.1,54.1,55.1,52.6,54,48.4,42.2,45
2806,지방,대구광역시,범어4동 303,일반,2023,2,53.1,50.7,52.3,49.2,51,44.9,42.4,44
2807,지방,대구광역시,범어4동 303,일반,2023,3,49.7,47.6,47.9,45.7,48,36.5,38.6,39
2808,지방,대구광역시,범어4동 303,일반,2023,4,56.1,57.3,58.2,54.6,57,52.2,42,47
2809,지방,대구광역시,범어4동 100-61,도로,2023,1,61.5,59.6,60.9,59.2,60,55.4,45,50
2810,지방,대구광역시,범어4동 100-61,도로,2023,2,62.4,61.2,62.2,60.1,61,55.8,44.6,50
2811,지방,대구광역시,범어4동 100-61,도로,2023,3,56.4,55.1,55.6,56.1,56,55.8,55.2,56
2812,지방,대구광역시,범어4동 100-61,도로,2023,4,62.2,59.3,62.4,58.7,61,57,43.6,50
2813,지방,대구광역시,범어4동 98-8,도로,2023,1,62.8,59.2,62.2,60.5,61,56.9,47.8,52
2814,지방,대구광역시,범어4동 98-8,도로,2023,2,64.1,63.4,63.1,61.7,63,57.2,47.3,52
2815,지방,대구광역시,범어4동 98-8,도로,2023,3,58.4,57.2,55.4,54.1,56,55,54.7,55
2816,지방,대구광역시,범어4동 98-8,도로,2023,4,62.8,60,62,58.4,61,58.9,48.7,54
2817,지방,대구광역시,범어3동 21-1,일반,2023,1,53.5,56.7,53.3,54.3,54,49.5,43.2,46
2818,지방,대구광역시,범어3동 21-1,일반,2023,2,50.2,58.3,54.7,54.1,54,49.1,42.7,46
2819,지방,대구광역시,범어3동 21-1,일반,2023,3,49.5,49.7,50.4,45.4,49,41.5,41.3,41
2820,지방,대구광역시,범어3동 21-1,일반,2023,4,50.2,54.3,57.7,50.7,53,52.2,42.2,47
2821,지방,대구광역시,범어3동 32-5,일반,2023,1,53.6,58.6,55,54.8,56,48.6,44.3,46
2822,지방,대구광역시,범어3동 32-5,일반,2023,2,52.7,58.9,56.3,54.8,56,45.5,42.1,44
2823,지방,대구광역시,범어3동 32-5,일반,2023,3,53.3,52.8,55.6,51.5,53,42.1,43.2,43
2824,지방,대구광역시,범어3동 32-5,일반,2023,4,53.5,59.6,57.8,55.7,57,51.6,44.3,48
2825,지방,대구광역시,범어3동 8-10,일반,2023,1,54.6,59.3,58.1,55,57,50.4,44.4,47
2826,지방,대구광역시,범어3동 8-10,일반,2023,2,54.8,61.4,58,54.8,57,50.4,44.4,47
2827,지방,대구광역시,범어3동 8-10,일반,2023,3,62.5,64.1,63.3,62.3,63,50.8,54.3,53
2828,지방,대구광역시,범어3동 8-10,일반,2023,4,57.9,55.6,58,54.1,56,47.4,44.7,46
2829,지방,대구광역시,범어3동 27-13,도로,2023,1,64.6,64.4,64.7,65.7,65,63.3,59,61
2830,지방,대구광역시,범어3동 27-13,도로,2023,2,64.3,64.2,64.2,63.1,64,59.5,55.1,57
2831,지방,대구광역시,범어3동 27-13,도로,2023,3,55.2,56.9,56.1,56.3,56,55.4,54.9,55
2832,지방,대구광역시,범어3동 27-13,도로,2023,4,60.7,62.2,62.7,61.1,62,57.9,51.8,55
2833,지방,대구광역시,범어3동 33-21,도로,2023,1,72.7,70.9,71.6,71.4,72,70.1,65.7,68
2834,지방,대구광역시,범어3동 33-21,도로,2023,2,71.7,70.7,69.4,70.7,71,69.4,64.8,67
2835,지방,대구광역시,범어3동 33-21,도로,2023,3,57.3,58.3,56.4,54.2,57,49,48.9,49
2836,지방,대구광역시,범어3동 33-21,도로,2023,4,73.9,70.9,70.6,70.9,72,69.4,65.2,67
2837,지방,대구광역시,월성동 1381,일반,2023,1,62.5,59.1,60.6,59.5,60,51.2,46.6,49
2838,지방,대구광역시,월성동 1381,일반,2023,2,62.3,60,59.8,59.1,60,53.6,49.2,51
2839,지방,대구광역시,월성동 1381,일반,2023,3,47.8,48.1,47.8,47.1,48,39.6,38.1,39
2840,지방,대구광역시,월성동 1381,일반,2023,4,60.8,58.9,58.8,58.2,59,53.7,49.4,52
2841,지방,대구광역시,월성동 1310-5(진천동 21-2),일반,2023,1,58.5,59.6,60,59.8,59,55.4,48,52
2842,지방,대구광역시,월성동 1310-5(진천동 21-2),일반,2023,2,60.1,62.4,60.3,61.6,61,56.1,50.6,53
2843,지방,대구광역시,월성동 1310-5(진천동 21-2),일반,2023,3,44.7,43.5,45.8,47.6,45,38.2,38.8,39
2844,지방,대구광역시,월성동 1310-5(진천동 21-2),일반,2023,4,59.4,59,59.9,57.9,59,54.9,46.5,51
2845,지방,대구광역시,진천동 561-13,일반,2023,1,58.3,59,58.4,58.9,59,50.7,38.4,45
2846,지방,대구광역시,진천동 561-13,일반,2023,2,59.4,60,59.9,57.9,59,50.6,42.3,46
2847,지방,대구광역시,진천동 561-13,일반,2023,3,53.1,51.3,53.5,50.4,52,40.8,41.2,41
2848,지방,대구광역시,진천동 561-13,일반,2023,4,59.1,59.5,59.6,58.2,59,52.1,42,47
2849,지방,대구광역시,월성동 1396-3,도로,2023,1,66.7,66,66.7,66.1,66,61.2,51.1,56
2850,지방,대구광역시,월성동 1396-3,도로,2023,2,67.4,67.3,66.2,66.6,67,58.9,53.6,56
2851,지방,대구광역시,월성동 1396-3,도로,2023,3,60.9,58.9,63.4,62.9,62,54.3,53.8,54
2852,지방,대구광역시,월성동 1396-3,도로,2023,4,67.8,67,67.7,66,67,60.8,51.8,56
2853,지방,대구광역시,진천동 42-2,도로,2023,1,74.3,72,71.5,71.2,72,70.6,66.6,69
2854,지방,대구광역시,진천동 42-2,도로,2023,2,74.8,72.4,72.1,71.9,73,70.1,66.8,68
2855,지방,대구광역시,진천동 42-2,도로,2023,3,57.4,52.8,59.9,49.3,55,45.8,48.3,47
2856,지방,대구광역시,진천동 42-2,도로,2023,4,74.5,72.5,72,71.7,73,70.6,67.9,69
2857,지방,대구광역시,갈산동 100-150,일반,2023,1,61.9,61.3,63.6,59.6,62,55.4,49.3,52
2858,지방,대구광역시,갈산동 100-150,일반,2023,2,61.9,61,63,58.5,61,54,49.8,52
2859,지방,대구광역시,갈산동 100-150,일반,2023,3,68.2,66.4,69.6,64.3,67,60.5,58.1,59
2860,지방,대구광역시,갈산동 100-150,일반,2023,4,63.4,62.6,63.5,59,62,53.2,53.8,54
2861,지방,대구광역시,장기동 180-52,일반,2023,1,63.1,62.1,62.4,52.2,60,45.9,44.6,45
2862,지방,대구광역시,장기동 180-52,일반,2023,2,61.9,63.3,62,59.5,62,43.4,43.7,44
2863,지방,대구광역시,장기동 180-52,일반,2023,3,66.3,65.1,66.2,67.4,66,61.5,62.8,62
2864,지방,대구광역시,장기동 180-52,일반,2023,4,61.9,65,62.8,58.9,62,43.1,41.8,42
2865,지방,대구광역시,장동 333-35,일반,2023,1,62.3,63,67.3,58.4,63,53.2,54.5,54
2866,지방,대구광역시,장동 333-35,일반,2023,2,62.2,65.8,67.5,60.8,64,52.7,51.6,52
2867,지방,대구광역시,장동 333-35,일반,2023,3,50.8,53.2,54.8,50.8,52,52.9,51,52
2868,지방,대구광역시,장동 333-35,일반,2023,4,64.1,62.9,69,62.2,65,57.1,56.6,57
2869,지방,대구광역시,장동 333-62,도로,2023,1,67.6,67.3,65.9,63.5,66,60.3,60.2,60
2870,지방,대구광역시,장동 333-62,도로,2023,2,68.5,68.1,67.5,64.3,67,60.6,59,60
2871,지방,대구광역시,장동 333-62,도로,2023,3,66.6,65.3,66.3,65.2,66,64.8,62.8,64
2872,지방,대구광역시,장동 333-62,도로,2023,4,68.5,68.8,67.2,63.7,67,60.1,58.9,60
2873,지방,대구광역시,갈산동 100-76,도로,2023,1,65.3,63.2,65.3,60.4,64,57.2,54.6,56
2874,지방,대구광역시,갈산동 100-76,도로,2023,2,65.6,63.3,64.6,61.7,64,56.2,53.3,55
2875,지방,대구광역시,갈산동 100-76,도로,2023,3,65.5,64.6,62.7,62,64,62,56.5,59
2876,지방,대구광역시,갈산동 100-76,도로,2023,4,65.2,64.6,64.8,61.6,64,56.7,52.5,55
2877,지방,인천광역시,동양목재산업㈜ 앞,일반,2023,1,66.2,63,65.1,55.6,62,46.1,45.5,46
2878,지방,인천광역시,동양목재산업㈜ 앞,일반,2023,2,64.7,63,60.6,47.3,59,47.4,48.6,48
2879,지방,인천광역시,동양목재산업㈜ 앞,일반,2023,3,67.4,67.2,66,64.2,66,61.6,53.9,58
2880,지방,인천광역시,동양목재산업㈜ 앞,일반,2023,4,59.1,62.4,62.1,57.1,60,47.8,47.9,48
2881,지방,인천광역시,동광창호 앞,일반,2023,1,62.9,62,61,57.8,61,57.9,59.3,59
2882,지방,인천광역시,동광창호 앞,일반,2023,2,62.4,62.5,61.5,51.8,60,47.9,52.4,50
2883,지방,인천광역시,동광창호 앞,일반,2023,3,63.5,62.9,65.1,63.6,64,58.5,55.5,57
2884,지방,인천광역시,동광창호 앞,일반,2023,4,64,63.7,63.4,55.5,62,57.8,57.1,57
2885,지방,인천광역시,한국펠저 앞,일반,2023,1,64.4,61.6,62.7,64.9,63,56.6,55.8,56
2886,지방,인천광역시,한국펠저 앞,일반,2023,2,54.4,58.6,61.2,54.6,57,47.6,47.2,47
2887,지방,인천광역시,한국펠저 앞,일반,2023,3,62,61.8,62,61.1,62,58.7,55.3,57
2888,지방,인천광역시,한국펠저 앞,일반,2023,4,65.6,64.5,64.4,57.6,63,53.7,53,53
2889,지방,인천광역시,중고타이어전문점 앞,도로,2023,1,73.5,71.4,72.8,68.1,71,64.1,64.2,64
2890,지방,인천광역시,중고타이어전문점 앞,도로,2023,2,73.9,69.6,69.7,65.7,70,61.8,62.4,62
2891,지방,인천광역시,중고타이어전문점 앞,도로,2023,3,62.4,63.9,62,63.8,63,56.9,54,55
2892,지방,인천광역시,중고타이어전문점 앞,도로,2023,4,73.5,70.4,75.2,67.5,72,64,63.3,64
2893,지방,인천광역시,두산인프라코어 앞,도로,2023,1,79.8,76.6,77.3,72.7,77,68.7,67.9,68
